NO_OF_FRAMES	1920
NO_OF_CAMERAS	8
NO_OF_MARKERS	3
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-02-20, 16:34:23	479140.61788143
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	
285	1.18750	780.652	994.584	1497.643	686.783	809.723	1246.488	871.676	729.024	1372.612
286	1.19167	780.579	994.726	1497.641	686.663	809.940	1246.806	871.375	726.830	1370.958
287	1.19583	780.438	994.871	1497.632	685.904	810.229	1246.792	872.493	724.678	1368.897
288	1.20000	780.528	994.935	1497.472	685.659	810.433	1246.767	873.129	722.639	1366.835
289	1.20417	780.220	995.035	1497.498	685.341	810.564	1246.993	873.086	720.512	1365.081
290	1.20833	780.155	995.167	1497.478	685.095	810.782	1247.077	872.450	717.644	1362.377
291	1.21250	780.137	995.293	1497.501	684.758	811.005	1247.026	872.615	715.294	1360.645
292	1.21667	780.184	995.421	1497.282	684.606	811.279	1247.162	873.670	713.481	1358.350
293	1.22083	779.735	995.701	1497.335	684.112	811.407	1247.134	873.772	710.921	1355.448
294	1.22500	779.730	995.808	1497.240	683.994	811.711	1247.078	873.765	708.336	1352.962
295	1.22917	779.681	995.933	1497.148	683.655	811.910	1246.877	873.568	706.812	1350.680
296	1.23333	779.681	996.084	1497.189	683.379	812.176	1247.024	874.498	703.835	1347.939
297	1.23750	779.465	996.159	1497.115	683.154	812.398	1247.071	874.392	701.356	1345.386
298	1.24167	779.481	996.282	1497.101	683.368	813.019	1247.320	873.678	699.233	1341.357
299	1.24583	779.213	996.383	1497.028	683.053	813.251	1247.226	874.314	696.656	1339.589
300	1.25000	779.322	996.443	1497.040	682.856	813.447	1247.142	875.137	694.074	1336.247
301	1.25417	779.235	996.549	1497.024	682.679	813.770	1246.938	872.336	691.161	1331.589
302	1.25833	779.266	996.609	1497.052	682.484	814.005	1246.988	874.546	689.503	1330.496
303	1.26250	779.199	996.760	1496.871	682.094	814.250	1246.646	876.188	687.364	1326.204
304	1.26667	779.165	996.817	1496.917	682.059	814.526	1246.424	872.868	684.248	1322.476
305	1.27083	779.168	996.857	1496.919	682.223	814.662	1245.824	873.480	682.143	1321.347
306	1.27500	779.153	996.917	1496.876	681.872	814.597	1245.846	875.415	680.527	1315.966
307	1.27917	779.037	997.003	1496.828	681.759	814.791	1245.757	872.694	677.084	1313.063
308	1.28333	778.971	997.004	1496.800	681.540	814.792	1244.885	872.941	677.471	1311.420
309	1.28750	779.008	997.112	1496.746	681.504	814.946	1244.663	874.063	674.634	1307.003
310	1.29167	778.937	997.076	1496.681	681.485	815.141	1244.318	871.930	673.048	1302.324
311	1.29583	778.892	997.183	1496.656	681.422	815.349	1244.003	871.606	671.431	1301.501
312	1.30000	778.804	997.160	1496.598	681.348	815.248	1243.280	871.425	669.453	1297.681
313	1.30417	778.858	997.150	1496.561	681.164	815.413	1242.938	870.968	667.004	1292.802
314	1.30833	778.922	997.078	1496.534	681.392	815.554	1242.407	870.305	665.557	1291.853
315	1.31250	778.829	997.173	1496.465	681.352	815.798	1242.172	867.074	663.476	1287.189
316	1.31667	778.812	997.053	1496.389	681.285	816.037	1241.166	868.413	661.236	1282.797
317	1.32083	778.799	997.055	1496.386	681.255	816.174	1240.456	867.862	659.813	1280.899
318	1.32500	778.886	997.038	1496.372	681.503	816.541	1240.579	865.640	657.924	1274.079
319	1.32917	778.848	996.989	1496.286	681.262	816.633	1240.195	866.331	656.382	1273.371
320	1.33333	778.830	996.899	1496.229	681.678	817.027	1240.230	866.031	654.517	1268.074
321	1.33750	778.777	996.875	1496.110	681.621	817.373	1239.914	864.277	653.395	1264.931
322	1.34167	778.738	996.782	1496.175	681.414	817.788	1239.658	864.330	651.452	1260.990
323	1.34583	780.021	996.949	1496.468	681.676	818.435	1239.003	862.488	650.374	1256.833
324	1.35000	778.539	996.620	1495.916	681.003	818.070	1238.517	863.058	648.338	1252.948
325	1.35417	778.453	996.523	1495.846	681.620	818.809	1238.796	861.124	646.916	1249.393
326	1.35833	778.458	996.416	1495.721	681.516	819.094	1238.622	860.511	645.115	1244.933
327	1.36250	778.335	996.261	1495.582	681.200	819.870	1238.048	859.466	644.003	1241.390
328	1.36667	778.223	996.114	1495.436	681.403	820.081	1237.223	857.859	641.971	1235.410
329	1.37083	778.152	996.022	1495.304	681.109	820.872	1237.071	857.938	641.475	1234.031
330	1.37500	778.080	995.807	1495.189	681.224	820.404	1235.847	857.827	642.361	1228.642
331	1.37917	777.880	995.760	1495.035	681.124	820.839	1235.223	856.676	641.424	1224.952
332	1.38333	777.682	995.571	1494.850	681.440	821.170	1234.527	855.208	641.193	1222.763
333	1.38750	777.565	995.430	1494.704	681.597	821.617	1233.866	852.995	638.914	1215.757
334	1.39167	777.614	995.291	1494.749	682.180	821.719	1232.756	853.327	639.076	1214.333
335	1.39583	777.498	995.055	1494.468	682.443	821.960	1231.575	852.391	638.352	1208.535
336	1.40000	777.544	994.971	1494.475	682.502	822.279	1230.195	850.474	637.406	1205.291
337	1.40417	777.501	994.784	1494.425	681.945	822.117	1228.243	849.228	637.672	1201.316
338	1.40833	777.490	994.627	1494.314	682.385	822.506	1227.801	846.814	636.221	1196.210
339	1.41250	777.459	994.381	1494.264	683.345	823.491	1228.129	847.029	636.169	1193.805
340	1.41667	777.506	994.148	1494.163	683.448	824.135	1227.535	845.143	635.338	1188.875
341	1.42083	777.396	993.912	1494.042	683.389	824.529	1227.186	843.736	635.308	1185.346
342	1.42500	777.266	993.774	1493.868	683.777	824.861	1226.724	840.848	633.976	1180.216
343	1.42917	777.244	993.575	1493.893	683.580	825.286	1225.685	841.492	634.548	1176.523
344	1.43333	777.158	993.219	1493.617	683.620	825.830	1224.725	837.288	633.615	1172.211
345	1.43750	776.994	992.979	1493.478	683.814	826.423	1224.251	838.201	634.079	1167.380
346	1.44167	776.930	992.962	1493.210	684.127	826.715	1223.208	836.445	634.402	1163.980
347	1.44583	776.752	992.777	1493.061	684.362	827.148	1222.726	834.314	633.895	1159.469
348	1.45000	776.929	992.392	1492.877	684.194	827.212	1221.535	834.076	634.272	1154.471
349	1.45417	776.963	992.052	1492.639	684.865	828.029	1221.120	831.647	634.629	1152.026
350	1.45833	776.627	991.769	1492.273	685.213	828.334	1219.408	829.704	634.394	1145.978
351	1.46250	776.666	991.477	1492.154	685.601	828.542	1217.811	828.440	634.578	1142.670
352	1.46667	777.254	991.468	1491.889	685.787	828.974	1216.873	826.892	635.293	1139.260
353	1.47083	777.064	991.154	1491.821	685.691	829.294	1215.763	824.788	634.922	1133.131
354	1.47500	777.432	991.023	1491.576	686.036	829.935	1215.448	823.749	636.199	1130.394
355	1.47917	777.372	990.755	1491.353	686.472	830.616	1215.350	821.931	636.021	1125.614
356	1.48333	777.473	990.560	1491.136	686.692	831.268	1214.745	819.138	636.852	1122.655
357	1.48750	777.383	990.352	1490.992	686.915	831.872	1213.980	817.410	637.464	1117.035
358	1.49167	777.705	990.005	1490.970	687.195	832.451	1212.985	816.262	638.159	1113.900
359	1.49583	777.837	989.764	1490.828	687.291	832.611	1212.015	812.588	638.344	1109.570
360	1.50000	777.729	989.520	1490.673	687.029	832.487	1211.004	812.348	639.652	1103.406
361	1.50417	777.839	989.249	1490.685	688.057	833.837	1210.744	810.047	640.316	1102.114
362	1.50833	777.847	989.020	1490.535	688.545	834.182	1210.185	807.005	641.255	1095.980
363	1.51250	777.963	988.851	1490.322	689.088	834.865	1209.628	805.243	641.406	1092.684
364	1.51667	777.985	988.585	1490.255	689.799	835.351	1208.297	803.435	643.734	1088.189
365	1.52083	777.905	988.389	1490.175	690.270	835.556	1207.215	801.192	644.509	1084.303
366	1.52500	777.919	988.209	1490.117	690.720	836.018	1206.420	798.505	645.822	1080.500
367	1.52917	777.944	987.996	1489.956	691.065	836.375	1205.530	796.914	647.147	1075.797
368	1.53333	777.946	987.780	1489.890	691.887	836.968	1204.788	795.214	648.647	1072.835
369	1.53750	777.855	987.557	1489.741	692.500	837.402	1203.369	792.172	649.558	1068.540
370	1.54167	778.074	987.375	1489.693	692.962	837.978	1202.788	790.621	651.170	1063.979
371	1.54583	778.028	987.089	1489.556	693.834	838.863	1202.009	788.669	653.306	1060.238
372	1.55000	778.022	986.841	1489.370	693.434	839.002	1201.171	785.477	654.837	1058.581
373	1.55417	778.008	986.621	1489.277	694.346	839.592	1201.261	783.248	656.405	1053.042
374	1.55833	777.960	986.328	1489.156	694.621	839.999	1200.434	781.734	657.933	1049.097
375	1.56250	777.750	986.102	1489.005	695.089	840.600	1199.737	779.055	660.023	1047.304
376	1.56667	777.795	985.826	1488.801	695.380	841.117	1199.059	776.266	661.535	1042.953
377	1.57083	777.964	985.552	1488.767	695.735	841.615	1198.490	773.833	663.171	1039.315
378	1.57500	777.969	985.187	1488.552	696.286	842.279	1197.819	770.640	665.352	1037.337
379	1.57917	777.836	985.214	1488.017	696.661	842.321	1196.617	768.849	667.591	1032.368
380	1.58333	778.032	984.782	1488.008	696.828	842.874	1196.560	766.769	669.521	1029.377
381	1.58750	778.002	984.478	1487.885	697.159	843.615	1196.514	764.572	671.819	1027.237
382	1.59167	778.005	984.281	1487.804	697.604	844.225	1196.087	761.668	674.134	1023.946
383	1.59583	778.140	983.956	1487.689	697.921	844.962	1195.665	759.729	676.255	1021.281
384	1.60000	778.216	983.635	1487.632	697.891	845.814	1195.522	756.887	678.598	1017.388
385	1.60417	778.154	983.233	1487.500	698.612	846.363	1194.430	754.632	680.869	1014.682
386	1.60833	778.331	982.891	1487.455	698.832	847.172	1193.465	752.045	683.720	1013.850
387	1.61250	778.381	982.373	1487.443	698.167	847.014	1192.451	750.071	685.813	1010.165
388	1.61667	778.553	982.015	1487.374	698.097	847.475	1191.976	747.207	687.549	1006.041
389	1.62083	778.615	981.578	1487.146	699.255	849.191	1191.588	746.461	690.519	1004.551
390	1.62500	778.630	981.155	1486.976	699.479	849.939	1190.926	744.294	693.202	1003.694
391	1.62917	778.839	980.781	1486.915	699.731	850.861	1190.244	740.192	695.878	1001.754
392	1.63333	778.964	980.459	1486.819	699.552	851.685	1188.646	738.725	698.145	998.203
393	1.63750	779.028	980.129	1486.756	699.507	852.613	1188.454	736.804	700.893	995.999
394	1.64167	778.947	979.750	1486.556	699.170	853.614	1187.820	735.163	703.266	992.918
395	1.64583	779.063	979.443	1486.676	699.172	854.682	1187.492	733.452	706.154	992.296
396	1.65000	779.140	978.971	1486.541	699.028	855.894	1186.735	731.190	708.602	990.253
397	1.65417	779.346	978.491	1486.453	698.820	856.876	1186.236	729.105	711.661	989.411
398	1.65833	779.315	978.093	1486.309	698.636	858.115	1185.374	726.745	713.565	987.683
399	1.66250	779.355	977.656	1486.312	697.862	858.955	1184.671	725.949	716.578	986.189
400	1.66667	779.372	977.375	1486.216	697.921	860.045	1183.997	724.341	719.178	983.853
401	1.67083	779.658	977.022	1486.044	697.484	861.584	1183.579	723.101	722.392	981.231
402	1.67500	779.756	976.775	1486.070	697.223	862.821	1183.148	722.033	723.749	979.279
403	1.67917	779.520	976.356	1485.909	696.673	864.060	1182.910	720.264	726.835	978.303
404	1.68333	779.459	975.981	1485.712	696.198	865.070	1182.552	719.378	729.438	977.551
405	1.68750	779.407	975.733	1485.787	695.874	866.444	1182.356	717.816	732.230	977.053
406	1.69167	779.497	975.462	1485.712	695.598	868.005	1182.297	716.212	734.131	975.911
407	1.69583	779.510	975.036	1485.695	695.263	869.421	1182.050	713.843	737.199	975.319
408	1.70000	779.490	974.683	1485.604	694.808	870.694	1181.834	712.987	739.236	972.782
409	1.70417	779.555	974.251	1485.703	694.431	871.882	1181.600	711.639	741.380	970.991
410	1.70833	779.479	973.929	1485.611	694.013	873.369	1181.159	710.920	744.693	969.850
411	1.71250	779.590	973.698	1485.715	692.780	873.509	1180.825	709.479	746.268	969.258
412	1.71667	779.613	973.428	1485.796	693.275	875.365	1180.770	708.310	748.819	967.999
413	1.72083	779.227	973.193	1485.678	692.435	876.989	1180.403	707.242	750.797	966.839
414	1.72500	779.062	972.941	1485.585	691.635	878.109	1179.823	705.805	753.113	965.677
415	1.72917	778.948	972.752	1485.627	691.886	879.118	1179.116	705.228	755.300	964.709
416	1.73333	779.080	972.588	1485.843	691.234	880.273	1178.672	703.507	756.874	963.053
417	1.73750	778.663	972.424	1485.829	691.372	881.218	1177.893	702.961	759.401	963.130
418	1.74167	778.554	972.262	1485.757	690.978	882.010	1177.529	701.690	761.191	961.963
419	1.74583	778.103	972.005	1485.819	690.595	882.660	1176.903	700.422	763.180	960.870
420	1.75000	778.068	971.862	1485.803	690.328	883.453	1176.484	699.573	765.605	960.824
421	1.75417	777.878	971.722	1485.823	690.377	884.522	1176.263	698.899	767.369	960.599
422	1.75833	777.804	971.585	1485.937	690.050	885.416	1176.014	698.021	769.083	959.956
423	1.76250	777.908	971.488	1486.086	689.960	885.789	1175.203	696.478	770.507	959.555
424	1.76667	777.870	971.366	1486.100	689.558	886.747	1174.574	695.594	772.631	959.591
425	1.77083	777.397	970.862	1486.204	689.301	887.332	1174.270	695.429	773.977	959.057
426	1.77500	777.811	970.890	1486.283	689.063	887.996	1174.145	694.456	775.016	958.129
427	1.77917	777.418	970.748	1486.159	689.041	888.605	1173.800	693.799	776.131	957.312
428	1.78333	777.241	970.581	1486.360	689.009	889.384	1173.917	693.472	777.452	956.597
429	1.78750	776.981	970.369	1486.344	688.879	889.944	1173.776	692.762	778.573	956.299
430	1.79167	777.216	970.220	1486.472	687.913	889.783	1172.526	692.598	780.067	955.896
431	1.79583	776.808	970.103	1486.367	687.734	890.136	1172.693	692.065	781.009	955.719
432	1.80000	776.870	970.045	1486.499	687.665	890.589	1172.608	691.616	781.459	954.917
433	1.80417	776.739	969.948	1486.266	687.555	890.807	1172.571	691.182	782.137	954.466
434	1.80833	776.305	969.542	1486.182	688.642	891.896	1173.086	690.814	782.728	954.015
435	1.81250	776.485	969.530	1486.580	688.239	891.696	1172.929	690.545	783.228	953.820
436	1.81667	776.480	969.490	1486.531	688.161	891.845	1173.098	689.804	783.202	953.704
437	1.82083	776.456	969.528	1486.504	688.132	891.852	1172.889	689.277	783.248	953.176
438	1.82500	776.422	969.330	1486.387	687.863	891.778	1172.985	689.107	783.328	953.124
439	1.82917	776.353	969.262	1486.486	687.899	891.816	1173.064	688.885	783.482	953.021
440	1.83333	776.311	969.139	1486.386	687.937	891.702	1173.009	688.757	783.480	953.035
441	1.83750	776.290	969.004	1486.396	687.742	891.715	1172.930	688.694	783.415	952.924
442	1.84167	776.092	969.058	1486.449	687.773	891.588	1173.167	688.582	783.185	952.937
443	1.84583	776.271	968.864	1486.307	688.182	891.864	1173.157	688.473	782.945	953.140
444	1.85000	776.223	968.888	1486.383	687.531	891.109	1173.086	688.498	782.511	953.062
445	1.85417	776.134	968.784	1486.346	687.156	890.355	1173.402	689.187	782.795	953.464
446	1.85833	776.133	968.625	1486.109	686.944	889.953	1173.305	689.466	782.445	953.766
447	1.86250	776.150	968.593	1486.263	686.708	889.671	1172.487	689.568	781.808	954.064
448	1.86667	776.052	968.510	1486.159	686.647	889.415	1172.662	689.762	781.003	954.183
449	1.87083	775.951	968.489	1486.278	686.558	888.962	1172.610	690.004	780.222	954.681
450	1.87500	776.028	968.526	1486.287	686.397	888.677	1172.615	690.101	779.256	955.214
451	1.87917	775.971	968.363	1486.269	686.547	888.250	1172.458	690.556	778.239	955.551
452	1.88333	775.780	968.369	1486.202	687.286	888.571	1173.401	690.706	777.322	956.329
453	1.88750	775.865	968.388	1486.362	687.431	888.251	1173.405	691.204	775.985	956.553
454	1.89167	775.954	968.341	1486.348	687.239	887.801	1173.595	691.745	774.821	957.059
455	1.89583	775.934	968.370	1486.406	687.198	887.183	1173.685	692.245	773.744	957.676
456	1.90000	775.878	968.298	1486.435	687.062	886.480	1174.032	692.576	772.463	958.463
457	1.90417	776.237	968.360	1486.562	687.134	885.873	1174.050	693.260	771.054	959.558
458	1.90833	775.814	968.263	1486.661	687.166	885.274	1174.348	693.882	769.967	960.530
459	1.91250	776.026	968.415	1486.681	687.150	884.789	1174.529	694.069	768.769	960.750
460	1.91667	775.646	968.393	1486.898	687.234	884.034	1174.802	695.677	766.504	961.142
461	1.92083	775.643	968.387	1486.869	687.257	883.364	1174.763	696.255	764.545	961.539
462	1.92500	775.690	968.401	1487.141	687.513	882.656	1174.973	696.938	762.750	961.857
463	1.92917	775.412	968.581	1487.288	687.299	881.734	1174.805	697.665	761.124	962.473
464	1.93333	775.370	968.695	1487.220	687.545	881.072	1175.049	698.685	758.607	962.694
465	1.93750	775.414	968.753	1487.560	687.432	880.206	1175.718	698.815	756.154	963.417
466	1.94167	775.446	968.770	1487.726	687.204	879.586	1176.662	700.549	755.621	964.751
467	1.94583	775.369	968.870	1487.819	687.339	878.952	1176.627	701.812	753.062	965.829
468	1.95000	775.273	969.039	1487.976	687.486	878.335	1177.451	702.230	751.015	966.880
469	1.95417	775.221	969.083	1488.130	687.504	877.543	1177.836	703.449	748.738	968.316
470	1.95833	775.209	969.210	1488.289	687.499	876.750	1178.263	704.486	747.009	969.485
471	1.96250	775.033	969.387	1488.349	687.500	875.758	1178.627	704.844	744.217	970.400
472	1.96667	775.130	969.430	1488.587	687.548	874.934	1179.112	706.573	742.851	971.743
473	1.97083	775.124	969.609	1488.742	687.704	874.241	1179.586	707.505	740.178	973.125
474	1.97500	775.008	969.796	1488.964	687.846	873.357	1180.610	708.854	738.072	975.365
475	1.97917	774.955	969.878	1489.147	687.535	872.649	1181.024	711.116	735.558	976.655
476	1.98333	775.002	969.961	1489.395	687.100	870.987	1181.334	712.504	733.866	977.752
477	1.98750	774.883	970.072	1489.440	686.744	870.269	1182.081	713.979	730.986	978.756
478	1.99167	774.916	970.141	1489.642	687.430	869.798	1182.361	714.834	728.554	979.240
479	1.99583	774.821	970.256	1489.844	688.036	868.940	1181.983	715.876	725.957	980.747
480	2.00000	774.863	970.471	1490.044	688.355	867.905	1182.677	716.817	723.468	982.449
481	2.00417	774.811	970.488	1490.098	688.162	867.581	1183.314	718.794	721.498	985.547
482	2.00833	774.755	970.633	1490.330	688.310	866.779	1183.423	720.426	718.894	987.483
483	2.01250	776.008	971.288	1490.378	688.257	865.964	1183.577	721.224	716.670	989.975
484	2.01667	774.451	971.204	1490.684	688.298	865.060	1183.819	723.995	713.979	990.297
485	2.02083	774.761	970.831	1490.930	688.411	864.285	1183.978	725.537	711.369	991.590
486	2.02500	774.700	970.903	1491.003	688.438	863.605	1184.198	727.369	708.966	993.388
487	2.02917	774.727	971.016	1491.039	688.401	862.703	1184.263	728.305	706.332	995.882
488	2.03333	774.764	971.116	1491.195	688.748	862.104	1184.389	730.070	704.237	998.259
489	2.03750	774.748	971.214	1491.243	688.768	861.534	1184.608	731.281	701.195	999.975
490	2.04167	774.760	971.362	1491.385	688.524	860.695	1184.871	733.657	698.103	1003.331
491	2.04583	774.706	971.447	1491.461	688.723	859.900	1185.011	736.206	696.523	1005.189
492	2.05000	774.807	971.556	1491.528	688.647	859.273	1185.168	737.656	693.920	1005.497
493	2.05417	774.774	971.672	1491.702	688.624	858.607	1185.356	738.874	691.460	1008.311
494	2.05833	774.779	971.764	1491.776	688.556	857.733	1185.686	740.837	689.668	1012.077
495	2.06250	774.740	971.959	1491.754	688.746	857.173	1185.803	741.797	686.893	1015.476
496	2.06667	774.859	971.938	1491.848	688.853	856.646	1186.066	744.887	684.503	1016.924
497	2.07083	774.966	972.052	1491.859	688.293	855.333	1185.675	746.501	681.966	1017.804
498	2.07500	774.925	972.240	1491.903	688.222	854.836	1185.726	748.410	679.796	1021.582
499	2.07917	774.827	972.274	1491.957	688.856	854.665	1186.741	749.913	677.316	1025.069
500	2.08333	774.824	972.520	1492.051	688.794	853.984	1187.046	752.800	675.156	1027.203
501	2.08750	774.763	972.604	1492.023	689.132	853.296	1187.196	754.566	673.051	1029.503
502	2.09167	774.760	972.639	1492.142	688.892	852.784	1187.690	755.979	670.957	1032.839
503	2.09583	774.754	972.705	1492.200	689.132	852.115	1188.149	757.363	668.756	1035.472
504	2.10000	774.639	972.934	1492.243	689.119	851.533	1188.531	759.649	666.385	1038.439
505	2.10417	774.528	973.026	1492.265	689.167	850.985	1188.693	761.756	664.157	1041.977
506	2.10833	774.539	973.134	1492.287	689.102	850.177	1188.891	763.116	661.974	1043.955
507	2.11250	774.344	973.321	1492.354	689.089	849.354	1189.275	765.346	660.910	1047.773
508	2.11667	774.273	973.412	1492.334	689.525	848.702	1189.911	767.587	657.873	1051.055
509	2.12083	774.344	973.499	1492.392	689.512	848.158	1190.160	769.178	656.095	1052.734
510	2.12500	774.374	973.638	1492.532	689.667	847.581	1190.602	770.779	654.070	1056.563
511	2.12917	774.258	973.756	1492.579	689.941	846.939	1190.847	772.112	652.491	1061.109
512	2.13333	774.271	973.842	1492.590	690.633	846.056	1192.292	774.961	650.617	1062.804
513	2.13750	774.162	973.971	1492.617	690.504	845.355	1192.990	775.929	648.499	1066.064
514	2.14167	774.099	974.037	1492.770	690.768	844.732	1193.452	777.805	646.872	1070.612
515	2.14583	774.136	974.185	1492.779	689.701	843.172	1193.724	780.020	644.987	1073.352
516	2.15000	773.547	974.001	1492.765	689.714	842.482	1194.230	781.476	643.177	1076.236
517	2.15417	773.323	974.114	1492.968	690.847	842.683	1195.158	783.085	641.781	1080.501
518	2.15833	773.097	974.102	1492.968	691.026	841.931	1195.500	784.580	639.852	1083.185
519	2.16250	773.467	974.446	1493.128	691.126	841.225	1196.598	786.645	638.106	1086.175
520	2.16667	773.581	974.663	1493.401	690.867	840.396	1197.277	788.212	636.863	1090.323
521	2.17083	773.665	974.763	1493.444	691.242	839.616	1197.609	790.544	635.202	1093.899
522	2.17500	773.641	974.890	1493.432	691.342	838.755	1197.753	792.593	633.659	1097.527
523	2.17917	773.576	974.958	1493.644	690.873	837.702	1198.112	793.118	632.427	1100.295
524	2.18333	773.667	974.976	1493.750	691.143	837.120	1198.472	795.175	631.694	1105.591
525	2.18750	773.493	975.058	1493.799	691.208	836.459	1198.600	796.721	629.764	1107.953
526	2.19167	773.595	975.231	1493.792	691.343	835.688	1198.840	797.763	628.286	1111.265
527	2.19583	773.539	975.273	1493.933	691.606	834.596	1198.922	800.097	627.927	1116.411
528	2.20000	773.474	975.354	1494.019	691.782	834.190	1200.204	801.761	626.062	1117.992
529	2.20417	773.556	975.408	1494.066	691.978	833.164	1200.905	803.301	625.453	1122.138
530	2.20833	773.509	975.623	1494.116	691.656	832.113	1200.880	804.469	624.337	1127.233
531	2.21250	773.536	975.678	1494.277	692.293	831.600	1201.769	805.776	622.993	1128.791
532	2.21667	773.424	975.733	1494.395	692.802	830.994	1202.422	807.656	622.321	1133.179
533	2.22083	773.478	975.698	1494.709	693.034	829.944	1203.351	809.068	621.083	1137.553
534	2.22500	773.371	975.790	1494.756	693.298	829.135	1203.678	811.313	620.181	1139.071
535	2.22917	773.408	975.881	1494.944	693.294	828.176	1203.664	812.135	619.250	1143.918
536	2.23333	773.302	976.022	1495.088	693.492	827.319	1203.927	813.946	619.127	1148.083
537	2.23750	773.330	976.104	1495.187	693.701	826.372	1204.513	815.148	617.768	1150.408
538	2.24167	773.257	976.228	1495.246	693.647	825.662	1204.492	816.574	616.912	1155.101
539	2.24583	773.241	976.302	1495.372	693.616	824.902	1204.863	818.522	616.350	1158.323
540	2.25000	773.164	976.317	1495.577	694.186	824.114	1206.467	819.349	615.779	1161.266
541	2.25417	773.108	976.457	1495.614	694.487	823.469	1206.983	821.137	615.696	1165.733
542	2.25833	773.138	976.467	1495.681	693.747	822.138	1207.094	822.545	615.080	1169.474
543	2.26250	773.060	976.611	1495.792	693.898	821.581	1207.736	824.826	615.125	1172.204
544	2.26667	773.036	976.568	1495.982	694.682	821.429	1209.337	825.052	614.126	1176.851
545	2.27083	773.070	976.679	1495.991	694.840	820.501	1210.234	826.993	613.704	1180.854
546	2.27500	773.024	976.639	1496.270	694.580	820.229	1211.770	828.058	613.929	1184.007
547	2.27917	773.025	976.682	1496.228	694.795	819.542	1212.458	829.065	613.847	1188.320
548	2.28333	773.081	976.738	1496.336	695.169	818.819	1212.873	831.219	613.888	1192.229
549	2.28750	773.104	976.723	1496.468	695.458	818.126	1213.322	831.561	613.079	1194.736
550	2.29167	772.985	976.730	1496.838	695.845	817.643	1213.927	833.254	612.964	1200.257
551	2.29583	772.485	976.979	1496.595	696.239	816.873	1214.343	835.303	613.649	1202.702
552	2.30000	772.614	977.000	1496.747	696.333	816.107	1214.605	835.910	613.896	1205.536
553	2.30417	772.654	977.010	1496.881	696.680	815.470	1214.946	837.532	614.283	1211.106
554	2.30833	772.638	977.030	1496.992	697.030	814.846	1215.158	837.980	614.014	1212.879
555	2.31250	772.766	977.079	1497.169	696.602	813.460	1215.076	839.545	614.197	1217.733
556	2.31667	772.875	977.086	1497.344	696.706	812.996	1215.087	840.898	614.525	1221.118
557	2.32083	772.978	977.080	1497.637	697.565	812.924	1215.887	841.224	614.807	1223.197
558	2.32500	772.766	977.163	1497.611	697.830	812.205	1216.481	842.886	616.065	1228.200
559	2.32917	773.017	977.105	1497.965	698.032	811.666	1216.682	844.469	615.671	1230.774
560	2.33333	773.067	977.242	1498.073	698.230	811.020	1216.927	843.919	615.617	1233.569
561	2.33750	773.161	977.132	1498.196	698.317	810.361	1216.746	846.088	617.105	1239.586
562	2.34167	773.091	977.220	1498.300	698.760	809.671	1216.924	847.361	617.366	1240.831
563	2.34583	774.567	977.371	1498.720	698.894	809.328	1217.420	847.491	617.681	1243.619
564	2.35000	773.234	977.125	1498.560	699.196	808.889	1218.657	848.931	618.918	1249.198
565	2.35417	773.271	977.148	1498.690	699.552	808.565	1219.898	850.149	619.161	1251.083
566	2.35833	773.251	977.064	1498.795	699.817	808.053	1220.904	850.091	619.424	1253.366
567	2.36250	773.161	977.214	1498.859	699.970	807.694	1221.751	852.325	621.051	1259.465
568	2.36667	773.270	977.242	1498.967	700.244	807.239	1222.538	852.838	621.584	1260.944
569	2.37083	773.351	977.179	1498.990	699.964	806.448	1223.713	853.581	622.316	1264.272
570	2.37500	773.229	977.251	1499.084	700.634	805.753	1224.361	855.161	623.610	1268.922
571	2.37917	773.163	977.307	1499.092	700.445	805.357	1225.030	855.438	624.070	1269.990
572	2.38333	773.301	977.247	1499.160	701.198	805.632	1225.092	856.271	625.302	1273.353
573	2.38750	773.263	977.265	1499.220	701.527	805.025	1225.478	857.565	624.583	1276.563
574	2.39167	773.205	977.326	1499.307	701.856	804.413	1225.758	858.728	625.354	1277.117
575	2.39583	773.213	977.322	1499.330	701.915	803.926	1225.967	858.070	627.478	1282.229
576	2.40000	773.166	977.389	1499.307	702.343	803.240	1226.120	859.605	628.102	1285.277
577	2.40417	773.174	977.362	1499.369	702.452	802.653	1226.249	861.099	628.054	1288.439
578	2.40833	773.249	977.457	1499.507	702.558	802.146	1226.390	861.279	629.851	1291.063
579	2.41250	773.167	977.500	1499.486	702.751	801.851	1226.451	861.973	631.830	1295.161
580	2.41667	773.321	977.519	1499.534	703.025	801.285	1226.900	863.276	631.549	1298.511
581	2.42083	773.278	977.534	1499.619	703.205	800.909	1226.953	864.229	633.371	1299.934
582	2.42500	773.233	977.541	1499.624	703.443	800.407	1227.082	864.785	635.003	1303.042
583	2.42917	773.230	977.552	1499.629	703.787	799.839	1227.230	865.339	635.780	1307.797
584	2.43333	773.262	977.508	1499.732	704.019	799.421	1227.657	866.130	637.223	1308.529
585	2.43750	773.315	977.551	1499.647	704.077	798.846	1228.068	866.345	639.073	1310.964
