NO_OF_FRAMES	519
NO_OF_CAMERAS	8
NO_OF_MARKERS	19
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2012-03-21, 16:32:58	451699.34750673
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001	New 0002	New 0003	New 0004	New 0005	New 0006	New 0007	New 0008	New 0009	New 0010	New 0011	New 0012	New 0013	New 0014	New 0015	New 0016	New 0017	New 0018
Frame	Time	New 0000 X	New 0000 Y	New 0000 Z	New 0001 X	New 0001 Y	New 0001 Z	New 0002 X	New 0002 Y	New 0002 Z	New 0003 X	New 0003 Y	New 0003 Z	New 0004 X	New 0004 Y	New 0004 Z	New 0005 X	New 0005 Y	New 0005 Z	New 0006 X	New 0006 Y	New 0006 Z	New 0007 X	New 0007 Y	New 0007 Z	New 0008 X	New 0008 Y	New 0008 Z	New 0009 X	New 0009 Y	New 0009 Z	New 0010 X	New 0010 Y	New 0010 Z	New 0011 X	New 0011 Y	New 0011 Z	New 0012 X	New 0012 Y	New 0012 Z	New 0013 X	New 0013 Y	New 0013 Z	New 0014 X	New 0014 Y	New 0014 Z	New 0015 X	New 0015 Y	New 0015 Z	New 0016 X	New 0016 Y	New 0016 Z	New 0017 X	New 0017 Y	New 0017 Z	New 0018 X	New 0018 Y	New 0018 Z	
764	3.18333	467.218	73.260	-1752.824	451.022	195.699	-1722.276	536.354	403.790	-1380.692	518.874	1355.710	-1373.732	608.303	1019.869	-1425.409	426.017	1586.884	-1355.477	325.726	1380.398	-1445.731	352.374	894.691	-1514.143	83.869	760.773	-1429.300	79.155	999.188	-1469.415	142.735	1320.532	-1373.029	592.512	827.188	-1282.567	350.886	1166.623	-1498.881	181.473	801.250	-1386.277	524.869	794.585	-1425.162	238.834	1607.185	-1328.207	229.840	440.680	-1234.665	278.245	37.382	-1262.091	250.273	-19.550	-1160.255
765	3.18750	470.182	76.156	-1739.528	452.118	197.574	-1711.243	536.219	405.815	-1368.783	518.802	1356.692	-1367.647	608.229	1021.115	-1420.340	425.482	1588.776	-1348.899	325.233	1381.337	-1439.267	352.099	896.502	-1508.468	83.374	762.122	-1421.414	78.508	999.455	-1462.380	142.136	1321.469	-1366.174	593.163	825.366	-1280.899	350.001	1167.934	-1492.577	181.194	801.428	-1381.376	524.265	794.459	-1419.177	238.522	1608.786	-1321.725	229.430	440.523	-1232.170	278.360	37.246	-1262.053	250.183	-19.623	-1160.305
766	3.19167	469.583	76.259	-1725.469	450.021	200.031	-1700.587	535.871	406.419	-1357.273	518.340	1357.664	-1361.441	607.710	1021.872	-1415.071	424.802	1590.560	-1342.560	324.749	1382.115	-1432.215	351.915	897.369	-1502.927	82.996	762.900	-1413.652	78.224	1000.456	-1454.958	141.991	1322.174	-1359.603	593.920	824.224	-1279.297	349.268	1168.718	-1486.491	181.164	801.850	-1376.672	523.327	795.361	-1412.998	238.010	1609.238	-1315.177	229.457	440.412	-1229.718	278.432	37.410	-1262.055	250.144	-19.699	-1160.379
767	3.19583	470.344	77.839	-1710.832	452.189	202.198	-1688.165	536.632	407.124	-1345.425	518.076	1358.449	-1355.446	607.079	1022.267	-1409.931	424.676	1590.826	-1336.388	324.643	1382.802	-1426.228	351.676	897.794	-1497.249	83.069	763.162	-1406.144	77.702	1001.543	-1447.895	141.861	1323.157	-1352.538	594.840	822.879	-1277.698	349.120	1170.521	-1480.259	181.207	803.268	-1371.100	522.672	796.420	-1406.927	237.888	1609.555	-1309.040	229.450	440.517	-1227.344	278.193	37.250	-1262.263	250.105	-19.632	-1160.320
768	3.20000	472.929	79.816	-1695.663	452.114	202.141	-1676.956	536.661	407.641	-1333.481	518.141	1359.405	-1349.460	607.125	1023.440	-1404.875	424.208	1591.074	-1330.236	324.291	1383.891	-1419.810	351.719	899.003	-1491.576	82.875	764.759	-1398.090	77.282	1001.978	-1440.905	141.256	1323.949	-1346.038	595.954	822.079	-1276.350	348.718	1171.921	-1473.930	181.005	805.085	-1365.494	522.315	798.415	-1400.812	237.350	1610.147	-1302.731	229.142	440.738	-1225.212	278.094	37.734	-1261.995	250.105	-19.609	-1160.335
769	3.20417	473.408	79.359	-1680.482	452.308	204.656	-1664.489	536.159	409.895	-1321.910	517.852	1360.689	-1343.653	606.869	1025.058	-1399.910	424.364	1592.151	-1323.792	324.162	1385.314	-1413.455	351.947	900.796	-1485.814	82.772	765.498	-1390.360	76.595	1002.298	-1433.637	140.979	1324.963	-1339.515	597.047	821.090	-1274.829	348.014	1172.056	-1468.002	181.180	805.632	-1360.985	522.133	798.983	-1394.690	237.302	1612.192	-1296.137	229.089	440.837	-1223.215	278.204	37.586	-1261.943	250.098	-19.711	-1160.293
770	3.20833	475.111	80.861	-1665.212	451.900	204.647	-1652.158	536.184	411.626	-1310.296	518.232	1361.746	-1337.549	606.608	1026.419	-1394.767	423.849	1593.587	-1317.250	323.158	1386.443	-1406.521	351.011	902.626	-1480.235	82.607	765.810	-1382.938	76.133	1004.176	-1426.486	140.649	1325.965	-1332.875	598.308	820.145	-1273.644	347.660	1173.152	-1461.725	180.870	806.138	-1356.268	521.730	799.491	-1388.501	236.820	1613.767	-1289.797	228.923	440.823	-1221.237	278.352	37.121	-1261.897	250.065	-19.731	-1160.404
771	3.21250	476.660	82.969	-1649.997	453.221	205.444	-1639.574	535.966	413.027	-1298.406	517.672	1362.778	-1331.588	606.241	1027.205	-1389.744	423.543	1595.434	-1311.025	323.098	1387.555	-1400.717	350.276	903.468	-1474.675	82.231	768.086	-1374.988	75.789	1005.080	-1419.607	140.453	1327.247	-1326.351	599.600	818.994	-1272.706	347.352	1175.402	-1455.724	180.983	807.613	-1351.101	521.199	801.083	-1382.426	236.439	1613.994	-1283.256	228.868	440.976	-1219.488	278.269	37.194	-1262.082	250.058	-19.669	-1160.306
772	3.21667	475.458	79.972	-1633.983	453.283	205.031	-1627.209	535.029	415.357	-1286.960	517.322	1363.754	-1325.948	605.956	1028.327	-1384.648	423.584	1595.800	-1304.847	322.716	1388.581	-1393.632	351.344	904.490	-1468.865	82.092	768.654	-1367.528	75.441	1005.371	-1412.641	140.438	1328.226	-1319.751	600.664	818.193	-1271.516	346.830	1176.659	-1449.771	180.635	809.107	-1345.482	521.365	803.179	-1376.187	236.234	1614.264	-1277.273	228.329	441.371	-1218.158	278.118	37.425	-1262.258	250.005	-19.648	-1160.259
773	3.22083	476.855	81.422	-1618.799	452.819	204.146	-1615.027	535.102	416.739	-1275.247	517.639	1364.975	-1320.032	605.964	1030.244	-1379.511	423.253	1596.932	-1298.370	322.091	1389.726	-1386.820	351.162	905.978	-1463.071	82.243	769.899	-1359.776	74.968	1006.990	-1405.473	140.150	1329.506	-1313.412	601.734	817.663	-1270.520	346.592	1177.059	-1443.765	180.299	809.456	-1341.052	521.367	803.810	-1369.912	236.017	1615.189	-1270.865	228.408	441.352	-1216.215	278.254	37.347	-1262.103	250.020	-19.749	-1160.371
774	3.22500	477.288	79.585	-1603.186	453.273	203.734	-1601.883	534.794	419.421	-1263.430	517.568	1366.130	-1314.295	605.673	1031.640	-1374.565	422.972	1598.032	-1291.982	321.931	1391.528	-1381.325	350.390	907.910	-1457.552	82.034	771.833	-1352.111	74.644	1008.561	-1398.533	140.022	1330.890	-1306.677	602.993	817.199	-1269.532	346.204	1179.049	-1437.403	180.543	809.845	-1336.829	521.204	804.726	-1363.797	235.866	1617.235	-1264.624	228.742	441.047	-1214.482	278.232	37.460	-1262.196	249.993	-19.717	-1160.341
775	3.22917	478.134	79.886	-1588.196	453.428	202.700	-1588.767	534.258	420.812	-1252.500	517.454	1367.449	-1308.545	605.442	1032.959	-1369.624	422.733	1599.473	-1285.460	321.801	1393.026	-1375.128	350.177	909.672	-1452.196	82.136	772.671	-1344.729	74.641	1008.764	-1391.894	140.157	1332.040	-1300.305	604.225	817.030	-1268.656	345.830	1180.982	-1431.582	180.529	810.185	-1332.277	521.980	806.733	-1357.038	235.466	1618.496	-1258.259	229.033	440.917	-1212.705	278.200	37.612	-1262.169	249.911	-19.673	-1160.366
776	3.23333	477.310	77.305	-1572.303	452.767	200.626	-1575.871	533.961	422.767	-1241.225	517.081	1368.462	-1302.552	605.205	1034.282	-1364.611	422.232	1601.009	-1279.459	321.899	1393.870	-1368.513	350.702	911.600	-1446.389	81.969	773.776	-1337.115	73.927	1010.201	-1384.948	139.972	1333.280	-1293.858	605.294	816.919	-1267.734	344.896	1181.526	-1425.602	180.325	811.621	-1326.936	521.904	808.131	-1350.874	235.476	1619.031	-1251.877	229.221	440.739	-1211.104	278.813	37.108	-1261.389	249.991	-19.671	-1160.311
777	3.23750	478.192	78.336	-1556.334	453.301	199.521	-1562.659	533.620	426.576	-1229.922	517.547	1369.454	-1297.157	605.120	1036.121	-1359.826	422.610	1602.029	-1273.286	321.621	1395.094	-1362.201	350.361	911.859	-1440.522	81.918	775.551	-1329.090	73.841	1011.984	-1378.047	139.724	1334.498	-1287.431	606.400	816.920	-1266.958	344.623	1182.699	-1419.545	180.028	813.228	-1321.802	522.381	809.549	-1345.122	235.536	1620.515	-1245.865	229.917	440.779	-1209.504	278.249	37.718	-1261.997	250.048	-19.770	-1160.370
778	3.24167	477.390	73.932	-1540.519	453.919	197.809	-1548.818	533.239	428.019	-1218.977	517.355	1370.923	-1291.220	605.054	1038.001	-1355.109	422.453	1603.395	-1266.919	321.652	1395.977	-1356.284	350.026	913.883	-1435.079	82.168	776.371	-1321.519	74.026	1012.438	-1371.348	140.193	1336.210	-1280.978	607.515	817.144	-1266.065	344.567	1184.188	-1413.349	179.990	813.624	-1316.839	522.422	811.205	-1337.857	235.544	1622.281	-1239.433	229.635	441.069	-1208.057	278.791	37.278	-1261.191	249.976	-19.727	-1160.495
779	3.24583	479.815	73.693	-1523.880	454.039	195.187	-1535.348	532.414	430.856	-1208.151	517.483	1372.742	-1285.739	604.923	1039.769	-1350.340	422.553	1603.971	-1260.714	321.153	1397.904	-1350.269	349.804	916.250	-1429.450	82.126	778.016	-1313.913	73.398	1013.792	-1364.430	140.226	1337.210	-1274.420	608.575	817.372	-1265.540	344.475	1185.270	-1407.231	180.421	814.007	-1311.865	522.401	813.232	-1331.380	235.523	1623.043	-1233.443	229.795	441.185	-1206.648	277.973	38.030	-1261.865	249.855	-19.698	-1160.473
780	3.25000	476.190	69.832	-1507.523	454.215	192.824	-1521.593	532.387	433.051	-1197.533	517.364	1373.926	-1279.642	604.315	1040.268	-1345.790	422.471	1605.234	-1254.507	321.186	1399.211	-1343.856	349.990	917.495	-1423.776	82.390	779.519	-1306.214	73.326	1015.576	-1357.568	140.020	1338.459	-1267.854	609.966	817.862	-1264.704	343.704	1186.996	-1401.171	180.900	814.761	-1306.483	522.159	815.197	-1325.068	235.483	1624.396	-1226.830	229.880	440.772	-1205.049	278.660	37.511	-1261.028	250.035	-19.784	-1160.367
781	3.25417	478.659	68.688	-1490.655	454.253	189.566	-1507.843	531.735	436.283	-1186.408	517.439	1375.203	-1274.188	604.525	1042.424	-1340.870	422.868	1607.178	-1248.432	321.025	1400.163	-1337.590	349.780	918.433	-1417.975	82.167	780.805	-1298.686	73.195	1016.464	-1350.840	140.122	1339.977	-1261.523	610.998	818.224	-1264.026	342.478	1187.571	-1395.313	180.959	817.873	-1300.431	522.892	817.477	-1318.948	235.246	1625.313	-1220.903	229.977	440.711	-1203.527	278.609	37.627	-1260.780	249.965	-19.798	-1160.348
782	3.25833	478.883	67.673	-1473.942	454.086	186.277	-1494.139	531.013	438.245	-1176.176	517.441	1376.458	-1268.264	604.540	1044.324	-1336.262	422.734	1608.682	-1241.984	320.465	1400.552	-1331.049	349.952	920.067	-1412.203	82.484	782.206	-1291.032	72.800	1017.630	-1344.177	139.881	1341.114	-1255.080	612.015	818.915	-1263.249	342.806	1188.789	-1389.238	181.192	817.353	-1300.227	523.089	818.179	-1311.906	235.617	1626.955	-1214.505	229.952	440.597	-1202.302	278.552	37.836	-1260.804	249.904	-19.777	-1160.327
783	3.26250	477.794	64.241	-1456.328	454.688	182.936	-1479.883	530.731	439.822	-1165.743	517.549	1377.877	-1262.481	603.930	1045.318	-1331.795	422.855	1609.237	-1235.702	320.655	1401.486	-1325.223	349.994	921.740	-1406.521	82.798	783.369	-1283.231	72.694	1019.341	-1337.572	139.989	1342.278	-1248.698	613.149	819.603	-1262.491	342.730	1190.102	-1383.122	178.905	818.225	-1295.982	523.095	819.905	-1305.660	235.474	1627.798	-1208.539	229.943	440.564	-1201.292	278.758	38.141	-1260.767	249.853	-19.788	-1160.266
784	3.26667	479.707	62.031	-1438.844	455.219	179.732	-1465.366	529.632	443.603	-1155.501	517.693	1379.219	-1256.931	603.708	1047.084	-1327.151	422.633	1609.587	-1229.641	320.580	1403.099	-1318.841	349.124	922.810	-1401.061	82.531	785.528	-1275.701	72.524	1020.361	-1330.890	139.764	1343.447	-1242.220	613.780	820.075	-1261.753	342.115	1191.377	-1377.011	179.571	819.116	-1289.752	523.618	822.143	-1299.261	235.507	1628.118	-1202.247	229.821	440.568	-1200.143	278.431	38.602	-1260.856	249.857	-19.790	-1160.244
785	3.27083	479.616	60.560	-1421.483	455.307	176.464	-1450.716	529.329	444.469	-1145.762	517.944	1379.779	-1250.607	603.661	1049.172	-1322.757	422.802	1609.955	-1223.618	320.694	1404.393	-1313.068	349.512	923.763	-1395.318	83.162	786.186	-1268.250	72.415	1021.491	-1324.273	140.039	1345.158	-1235.765	614.543	820.410	-1261.065	341.176	1191.980	-1371.177	180.094	820.759	-1283.592	523.838	823.710	-1292.869	235.710	1628.581	-1196.049	230.491	440.029	-1198.476	278.627	39.136	-1260.713	249.856	-19.844	-1160.141
786	3.27500	479.027	57.238	-1403.605	455.351	172.482	-1436.152	528.261	447.580	-1135.632	517.721	1380.880	-1244.758	603.573	1050.623	-1318.537	422.928	1611.861	-1217.098	320.684	1405.132	-1306.947	350.419	924.615	-1389.316	83.457	787.215	-1260.823	71.904	1022.979	-1317.604	140.111	1346.032	-1229.543	615.350	821.207	-1260.134	340.918	1192.733	-1365.248	179.641	821.548	-1278.002	523.960	824.176	-1286.216	235.808	1630.153	-1189.808	230.494	440.229	-1197.537	278.636	39.515	-1260.731	249.772	-19.809	-1160.086
787	3.27917	479.865	54.358	-1385.429	454.916	168.678	-1421.812	527.825	449.591	-1126.138	517.653	1381.640	-1238.863	603.165	1051.962	-1314.227	423.159	1613.633	-1210.994	320.881	1405.768	-1300.837	349.754	926.158	-1383.536	83.493	788.868	-1253.092	71.945	1023.786	-1310.995	140.091	1347.131	-1223.099	616.116	821.950	-1259.387	341.207	1194.403	-1359.080	179.650	822.006	-1272.974	523.979	825.773	-1279.647	236.033	1631.541	-1183.404	230.367	440.562	-1196.724	278.618	39.756	-1260.873	249.696	-19.735	-1160.211
788	3.28333	478.963	51.075	-1367.555	454.953	165.138	-1406.771	527.286	450.783	-1117.114	518.020	1382.656	-1232.936	603.246	1053.290	-1310.016	423.401	1614.179	-1204.876	321.097	1406.538	-1294.649	349.575	927.624	-1378.003	83.941	789.991	-1245.748	71.706	1024.801	-1304.321	140.251	1348.508	-1216.932	616.546	822.790	-1258.407	340.673	1195.155	-1353.082	179.484	822.294	-1268.218	524.652	827.404	-1273.402	236.122	1632.055	-1177.386	230.479	440.798	-1195.646	278.755	40.265	-1260.654	249.884	-19.877	-1160.085
789	3.28750	479.226	48.733	-1349.258	454.867	160.980	-1392.204	526.556	454.199	-1107.188	518.128	1383.738	-1226.927	603.322	1054.161	-1306.229	423.656	1614.390	-1199.086	321.038	1407.237	-1288.555	349.156	928.615	-1372.403	84.125	792.092	-1238.023	71.442	1025.719	-1297.948	140.051	1349.720	-1210.606	617.203	823.618	-1257.529	340.756	1195.093	-1347.110	179.822	822.431	-1263.105	524.936	828.873	-1267.772	236.308	1632.209	-1171.359	230.537	440.914	-1194.734	278.668	40.706	-1260.655	249.822	-19.764	-1160.095
790	3.29167	480.399	46.785	-1331.091	455.140	156.125	-1377.207	525.676	454.902	-1098.471	518.016	1384.955	-1221.110	603.319	1055.603	-1301.505	423.788	1614.440	-1192.619	321.032	1407.835	-1282.539	349.721	928.881	-1367.258	84.409	792.796	-1230.510	71.504	1026.621	-1291.339	140.107	1350.347	-1204.651	617.901	824.549	-1256.493	340.236	1195.271	-1341.091	179.916	822.901	-1258.283	525.521	830.190	-1262.781	236.597	1632.281	-1165.349	230.558	440.923	-1193.478	278.549	41.098	-1260.597	249.820	-19.737	-1160.048
791	3.29583	478.759	42.131	-1312.459	455.496	150.924	-1362.043	525.128	457.056	-1089.116	517.925	1385.099	-1214.687	603.739	1057.144	-1297.615	424.011	1614.498	-1186.791	320.919	1409.366	-1276.589	349.744	930.100	-1361.129	84.716	793.508	-1223.214	71.260	1027.052	-1284.647	140.465	1351.135	-1197.977	618.345	825.402	-1255.755	339.788	1196.759	-1335.003	179.691	824.466	-1253.361	524.923	829.601	-1256.224	236.895	1632.642	-1159.120	230.639	440.893	-1192.286	278.552	41.350	-1260.541	249.751	-19.733	-1160.036
792	3.30000	477.249	37.841	-1293.948	455.116	146.180	-1346.583	524.088	459.471	-1080.490	517.965	1385.661	-1208.790	604.092	1058.572	-1293.958	424.696	1615.273	-1180.719	320.973	1410.274	-1270.666	349.624	930.980	-1355.536	84.978	795.027	-1215.374	70.834	1028.211	-1278.257	140.491	1352.176	-1192.078	618.893	826.763	-1254.353	339.529	1198.108	-1329.031	179.650	824.751	-1248.191	524.473	830.891	-1246.552	237.397	1633.567	-1152.915	230.757	441.254	-1191.212	278.459	41.624	-1260.448	249.827	-19.740	-1160.059
793	3.30417	479.019	37.490	-1275.439	454.740	142.533	-1330.953	523.418	460.974	-1071.680	518.142	1386.179	-1202.475	603.833	1059.095	-1290.009	424.890	1616.273	-1174.654	321.088	1410.237	-1264.582	349.765	930.352	-1349.334	85.031	795.803	-1207.884	70.482	1029.102	-1271.559	140.818	1353.364	-1185.586	619.171	827.784	-1253.195	339.413	1198.470	-1323.132	179.661	824.965	-1243.116	524.930	832.102	-1240.794	237.731	1634.499	-1146.612	230.732	441.260	-1190.062	278.641	41.949	-1260.272	249.911	-19.727	-1160.024
794	3.30833	476.583	33.037	-1255.778	454.320	138.377	-1315.271	522.476	461.498	-1063.107	518.227	1386.300	-1196.580	603.460	1059.656	-1285.505	425.248	1616.238	-1168.698	321.239	1410.173	-1258.549	349.610	931.002	-1343.909	85.554	796.014	-1200.588	70.183	1029.834	-1265.059	140.947	1353.886	-1179.450	619.854	828.338	-1251.960	339.161	1198.336	-1317.238	179.872	824.751	-1238.293	525.395	832.873	-1235.528	237.799	1635.454	-1140.489	230.758	441.492	-1188.582	278.639	42.073	-1260.040	249.824	-19.731	-1159.895
795	3.31250	479.999	32.193	-1237.996	453.775	133.706	-1299.084	521.421	465.032	-1054.457	518.305	1386.867	-1190.212	603.752	1061.201	-1281.343	425.222	1617.123	-1162.502	321.633	1410.579	-1252.476	349.782	932.261	-1338.389	85.756	798.012	-1192.473	70.019	1029.840	-1258.525	141.062	1354.013	-1173.213	620.200	828.781	-1250.906	338.863	1198.155	-1310.921	179.647	825.031	-1233.294	525.318	833.954	-1228.913	238.206	1635.650	-1134.493	230.936	441.419	-1187.307	278.744	42.315	-1260.023	249.914	-19.778	-1159.909
796	3.31667	477.395	26.214	-1218.886	453.518	128.132	-1283.445	520.605	465.082	-1046.272	518.467	1387.159	-1184.112	604.073	1062.468	-1277.260	425.327	1617.665	-1156.291	321.292	1410.383	-1246.221	350.222	933.534	-1332.522	85.842	798.705	-1185.031	69.577	1030.515	-1252.111	141.148	1354.322	-1167.172	621.082	829.636	-1249.750	338.885	1198.575	-1304.950	179.867	825.484	-1228.458	525.238	834.892	-1222.369	238.580	1635.579	-1128.201	231.152	441.459	-1185.986	278.715	42.401	-1259.959	249.791	-19.810	-1159.868
797	3.32083	480.870	26.020	-1199.659	453.542	122.539	-1267.432	519.986	466.231	-1037.370	518.600	1387.447	-1177.866	604.072	1063.015	-1273.614	425.878	1617.698	-1150.541	321.506	1410.688	-1240.236	349.692	933.419	-1326.672	86.315	798.792	-1177.559	69.022	1031.233	-1245.523	141.106	1354.884	-1161.055	621.630	830.253	-1248.204	338.595	1198.616	-1299.070	179.418	826.084	-1223.562	525.356	835.461	-1217.060	238.868	1635.652	-1122.411	231.364	441.657	-1184.398	278.767	42.378	-1259.783	249.866	-19.751	-1159.722
798	3.32500	479.473	22.436	-1180.860	453.789	117.171	-1251.298	518.266	467.726	-1029.543	518.764	1387.366	-1171.717	604.171	1063.586	-1269.557	426.383	1617.443	-1144.549	321.408	1410.771	-1234.058	349.634	932.679	-1321.636	86.693	799.220	-1170.089	68.765	1031.307	-1239.169	141.471	1355.393	-1154.911	622.217	830.783	-1246.613	338.948	1199.072	-1293.066	179.322	826.404	-1218.642	525.648	835.764	-1211.053	239.360	1635.636	-1116.200	231.247	441.757	-1183.226	278.842	42.607	-1259.762	249.797	-20.030	-1160.534
799	3.32917	482.392	22.636	-1161.804	452.734	111.999	-1234.843	517.734	469.092	-1021.754	518.844	1386.794	-1165.272	604.766	1064.533	-1265.295	426.710	1617.192	-1138.530	321.773	1411.047	-1227.919	349.554	932.822	-1315.604	86.457	800.836	-1162.131	68.971	1031.494	-1232.867	141.596	1355.755	-1148.764	622.776	831.370	-1244.940	338.916	1199.717	-1286.971	179.264	826.424	-1213.722	525.133	836.349	-1204.064	239.407	1635.886	-1110.410	231.187	441.750	-1181.907	278.826	43.375	-1260.087	249.898	-20.199	-1160.282
800	3.33333	480.691	17.406	-1142.950	452.747	106.753	-1218.317	516.669	468.932	-1014.456	518.969	1386.683	-1159.403	604.548	1065.143	-1261.379	426.984	1616.857	-1132.528	322.198	1411.005	-1221.680	349.760	932.889	-1310.029	87.000	800.852	-1154.621	68.461	1031.231	-1226.310	141.758	1356.007	-1142.708	623.328	831.702	-1243.420	338.556	1199.865	-1280.767	179.397	825.982	-1208.835	525.128	836.740	-1197.088	240.364	1635.893	-1104.121	231.305	441.625	-1180.767	279.033	43.928	-1259.747	249.805	-20.137	-1160.342
801	3.33750	483.216	16.816	-1123.442	452.123	102.341	-1201.969	516.248	469.703	-1007.044	519.250	1386.633	-1153.134	604.550	1065.856	-1257.698	427.299	1616.566	-1126.445	322.260	1411.067	-1215.966	349.711	933.546	-1304.256	87.416	801.018	-1147.222	68.070	1031.660	-1220.012	141.926	1355.903	-1136.545	623.991	832.246	-1241.543	338.163	1199.925	-1275.036	179.223	825.517	-1204.050	525.086	836.321	-1190.590	240.798	1636.247	-1097.660	230.920	442.053	-1179.440	279.124	43.701	-1259.872	249.823	-20.113	-1160.355
802	3.34167	481.571	11.607	-1104.179	451.783	97.877	-1185.438	515.346	471.312	-999.802	519.615	1386.637	-1147.094	604.634	1066.498	-1254.317	427.827	1616.168	-1120.583	322.046	1411.019	-1209.637	350.746	933.160	-1297.991	87.525	802.515	-1139.358	67.447	1031.972	-1213.643	142.066	1355.517	-1130.610	624.221	832.635	-1238.927	338.229	1199.740	-1268.999	179.327	825.098	-1198.997	525.319	835.476	-1185.654	241.341	1635.941	-1091.683	230.550	442.443	-1178.076	279.475	44.008	-1259.574	249.859	-20.123	-1160.319
803	3.34583	484.775	12.757	-1085.190	451.941	92.267	-1168.654	514.155	471.941	-992.869	519.911	1386.298	-1140.731	605.539	1066.409	-1249.156	428.415	1615.854	-1114.508	322.299	1410.795	-1203.583	350.329	932.869	-1292.296	87.591	803.117	-1131.767	67.006	1032.053	-1207.406	142.112	1355.830	-1124.664	625.199	833.040	-1237.112	337.965	1199.650	-1262.898	179.200	824.597	-1193.958	525.213	835.911	-1179.453	241.861	1635.600	-1085.478	230.643	442.464	-1176.769	279.616	44.388	-1259.601	249.827	-20.154	-1160.469
804	3.35000	483.033	8.284	-1066.217	453.027	88.166	-1151.151	513.470	471.696	-986.418	520.187	1385.960	-1134.667	605.853	1066.554	-1245.226	428.962	1615.510	-1108.450	322.087	1410.233	-1197.230	349.874	932.365	-1286.613	87.920	802.934	-1124.104	67.046	1031.766	-1201.075	142.212	1355.703	-1118.591	625.155	832.843	-1234.947	337.795	1199.072	-1257.103	179.346	824.087	-1188.906	524.493	836.642	-1172.972	242.197	1634.855	-1079.472	230.911	441.842	-1174.871	280.266	44.398	-1259.544	249.925	-20.068	-1160.474
805	3.35417	485.551	8.264	-1046.733	452.639	83.553	-1133.788	512.555	472.250	-979.460	520.507	1385.384	-1128.417	605.859	1066.721	-1240.472	429.593	1615.103	-1102.656	322.338	1409.899	-1191.323	349.835	932.244	-1280.885	88.328	802.339	-1116.982	67.184	1031.432	-1194.750	142.347	1355.333	-1112.401	625.558	832.894	-1232.963	338.010	1198.663	-1251.177	179.273	824.388	-1183.649	524.790	836.868	-1167.249	242.916	1634.448	-1073.371	231.062	441.707	-1173.269	280.398	44.631	-1258.918	249.953	-19.850	-1159.611
806	3.35833	484.796	4.653	-1026.818	453.607	79.240	-1116.809	511.999	471.565	-973.386	520.821	1384.690	-1122.329	606.219	1066.939	-1236.438	430.264	1614.998	-1096.616	323.016	1409.487	-1185.526	349.711	932.128	-1275.124	88.397	803.109	-1108.916	66.670	1031.443	-1188.465	142.728	1355.544	-1106.377	625.965	832.820	-1230.488	338.259	1198.196	-1245.119	178.424	824.769	-1178.814	524.356	836.702	-1161.142	243.258	1634.177	-1067.363	231.115	441.287	-1171.344	280.851	44.693	-1258.764	249.826	-19.866	-1159.169
807	3.36250	487.270	3.590	-1008.346	453.419	75.264	-1099.380	511.253	470.514	-967.001	520.936	1383.918	-1116.018	606.671	1067.524	-1232.664	430.367	1614.322	-1090.433	323.096	1409.135	-1179.299	349.557	931.806	-1269.428	88.237	804.101	-1101.354	66.398	1031.122	-1182.347	143.143	1354.828	-1100.156	627.032	833.203	-1228.153	338.233	1197.652	-1239.182	178.503	824.554	-1173.571	525.170	836.019	-1151.972	243.545	1633.644	-1061.365	231.405	440.696	-1169.407	281.216	44.698	-1258.528	249.922	-19.896	-1159.168
808	3.36667	488.001	4.124	-989.192	453.302	71.122	-1082.249	510.450	470.286	-960.697	521.101	1383.242	-1110.197	606.847	1067.357	-1228.532	430.921	1613.603	-1084.410	323.392	1408.837	-1173.200	349.639	931.061	-1263.685	88.562	803.516	-1093.830	65.714	1030.886	-1175.954	143.219	1354.482	-1094.228	627.833	833.276	-1225.593	338.313	1196.855	-1233.280	177.203	824.660	-1169.098	524.740	834.499	-1147.222	244.387	1633.189	-1055.318	231.388	440.463	-1167.665	281.588	44.775	-1258.358	250.057	-19.821	-1159.269
809	3.37083	487.707	1.558	-969.448	453.672	67.481	-1064.820	509.482	471.093	-954.631	521.466	1382.470	-1104.082	607.094	1067.284	-1224.305	431.276	1612.828	-1078.319	323.554	1408.298	-1166.962	349.787	930.671	-1257.793	89.026	803.001	-1086.364	65.351	1030.210	-1169.351	143.748	1354.140	-1088.165	628.531	833.458	-1222.999	338.548	1196.548	-1227.196	176.937	824.186	-1164.092	523.957	833.118	-1142.877	244.864	1633.042	-1049.364	231.587	439.844	-1165.754	282.171	44.802	-1258.077	250.199	-19.834	-1159.194
810	3.37500	490.035	0.997	-950.594	453.693	64.274	-1047.240	508.419	471.068	-949.060	521.544	1381.999	-1098.151	607.323	1066.955	-1220.147	431.943	1611.943	-1072.354	324.064	1407.885	-1161.089	349.952	930.091	-1252.040	89.129	803.320	-1078.689	64.857	1029.823	-1163.691	143.662	1353.600	-1082.099	629.131	833.433	-1220.576	339.137	1195.831	-1221.183	177.652	822.991	-1158.442	523.644	832.581	-1137.560	245.637	1632.398	-1043.256	231.769	439.304	-1163.810	282.602	44.602	-1257.893	250.209	-19.844	-1159.150
